ID,gender,age,dress,height,frames,test
5602,M,23,0,285,74,True
5603,M,24,0,313,87,False
5604,F,37,0,276,85,True
5605,M,7,0,207,67,False
5606,F,8,0,0,0,True
5607,M,38,0,323,86,False
5608,F,40,0,301,67,True
5609,M,7,0,242,82,False
5610,F,37,0,288,67,True
5611,F,10,0,243,84,False
5612,F,30,1,275,83,True
5613,M,9,0,0,0,False
5614,F,-,1,226,71,True
5615,F,42,0,279,71,False
5616,M,38,0,312,70,True
5617,F,8,0,241,75,False
5618,M,43,0,314,66,True
5619,M,40,0,310,64,False
5620,F,45,0,0,71,True
5621,F,40,0,282,88,False
5622,F,47,1,289,66,True
5623,M,7,0,220,82,False
5624,F,12,1,274,74,True
5625,M,10,0,247,66,False
5626,M,7,0,218,70,True
5627,M,10,0,244,64,False
5628,M,11,0,248,83,True
5629,F,37,0,272,102,False
5630,M,39,0,308,85,True
5631,M,43,0,304,63,False
5632,M,-,0,284,60,True
5633,F,12,0,208,78,False
5634,F,31,1,286,95,True
5635,M,32,0,334,87,False
5636,F,26,1,0,81,True
5637,M,26,0,324,77,False
5638,M,29,0,304,79,True
5639,M,23,0,316,67,False
5640,F,31,0,266,76,True
5641,F,24,0,285,77,False
5642,F,18,0,273,82,True
5643,F,24,0,279,70,False
5644,F,8,0,217,65,True
5645,F,10,0,249,70,False
5646,M,42,0,307,77,True
5647,F,41,0,292,75,False
5648,M,25,0,308,76,True
5649,F,21,0,286,73,False
5650,M,51,0,316,66,True
5651,F,-,0,262,96,False
5652,F,40,1,272,74,True
5653,M,9,0,221,88,False
5654,F,5,1,193,84,True
5655,M,37,0,308,81,False
5656,M,30,0,275,77,True
5657,M,25,0,319,80,False
5658,F,22,1,264,82,True
5659,F,9,0,246,71,False
5660,M,12,0,278,76,True
5661,M,41,0,313,71,False
5662,M,25,0,306,81,True
5663,F,27,0,285,91,False
5664,F,17,1,277,65,True
5665,M,16,0,290,82,False
5666,F,44,0,286,86,True
5667,F,37,0,282,80,False
5668,F,30,1,276,64,True
5669,M,39,0,289,84,False
5670,M,35,0,297,82,True
5671,F,27,0,289,80,False
5672,F,21,1,282,72,True
5673,M,26,0,299,81,False
5674,M,33,0,312,89,True
5675,M,40,0,331,71,False
5676,F,30,0,281,81,True
5677,M,40,0,307,84,False
5678,M,30,0,296,87,True
5679,M,8,0,219,74,False
5680,F,40,0,274,70,True
5681,F,43,0,285,72,False
5682,F,28,0,269,68,True
5683,M,33,0,277,70,False
5684,F,36,0,289,63,True
5685,M,7,0,214,83,False
5686,F,9,1,244,76,True
5687,F,24,0,261,74,False
5688,F,8,1,229,70,True
5689,M,26,0,304,59,False
5690,F,21,0,270,75,True
5691,F,21,0,267,86,False
5692,F,32,0,283,75,True
5693,M,33,0,325,78,False
5694,F,34,0,312,77,True
5695,F,22,0,278,72,False
5696,F,10,0,229,60,True
5697,M,27,0,319,86,False
5698,M,44,0,301,78,True
5699,M,33,0,340,92,False
5700,F,42,1,290,60,True
5701,F,7,0,202,62,False
5702,M,10,0,246,90,True
5703,F,24,0,308,84,False
5704,M,24,0,323,80,True
5705,F,10,0,233,64,False
5706,F,10,0,236,52,True
5707,F,8,0,260,67,False
5708,M,-,0,296,87,True
5709,M,-,0,296,73,False
5710,M,11,0,0,78,True
5711,M,26,0,289,56,False
5712,M,50,0,0,0,True
5713,M,12,0,236,74,False
5714,F,12,1,259,82,True
5715,F,11,0,250,77,False
5716,F,39,0,296,64,True
5717,M,12,0,255,60,False
5718,M,14,0,279,65,True
5719,M,11,0,261,87,False
5720,F,12,1,268,43,True
5721,F,11,0,236,58,False
5722,F,12,1,278,56,True
5723,F,5,0,191,99,False
5724,M,41,0,307,44,True
5725,M,47,0,303,72,False
5726,M,28,0,316,71,True
5727,F,29,0,297,89,False
5728,M,21,0,300,63,True
5729,F,9,0,226,88,False
5730,M,12,0,267,60,True
5731,M,36,0,330,53,False
5732,M,48,0,295,87,True
5733,F,29,0,273,88,False
5734,F,34,0,0,0,True
5735,M,31,0,304,83,False
5736,F,10,0,273,109,True
5737,F,10,0,252,52,False
5738,M,25,0,307,72,True
5739,F,27,0,284,76,False
5740,F,22,0,307,83,True
5741,M,24,0,312,82,False
5742,M,39,0,312,92,True
5743,F,6,0,198,92,False
5744,F,-,0,278,82,True
5745,M,10,0,251,70,False
5746,M,43,0,312,82,True
5747,M,22,0,0,62,False
5748,F,24,0,280,86,True
5749,M,66,0,300,75,False
5750,M,18,0,292,77,True
5751,M,18,0,295,74,False
5752,M,71,0,282,58,True
5753,M,68,0,297,42,False
5754,F,37,0,271,92,True
5755,M,56,0,301,80,False
5756,M,11,0,249,81,True
5757,F,47,0,271,89,False
5758,F,29,0,269,77,True
5759,F,18,0,287,78,False
5760,F,82,1,268,106,True
5761,F,73,0,265,109,False
5762,M,22,0,294,73,True
5763,F,19,0,286,92,False
5764,M,23,0,307,95,True
5765,M,26,0,305,67,False
5766,F,27,1,288,80,True
5767,F,13,0,259,67,False
5768,F,14,1,275,71,True
5769,M,39,0,291,80,False
5770,F,35,0,274,76,True
5771,M,19,0,308,60,False
5772,M,20,0,299,75,True
5773,M,30,0,330,81,False
5774,M,28,0,298,78,True
5775,M,30,0,310,63,False
5776,M,32,0,309,84,True
5777,F,23,0,310,75,False
5778,F,13,1,261,69,True
5779,F,14,0,278,76,False
5780,F,30,0,282,81,True
5781,M,27,0,288,114,False
5782,M,28,0,325,83,True
5783,M,40,0,325,73,False
5784,F,28,0,277,72,True
5785,F,-,0,282,87,False
5786,M,24,0,298,75,True
5787,F,24,0,274,112,False
5788,F,32,0,282,73,True
5789,F,80,0,259,104,False
5790,M,45,0,316,73,True
5791,M,77,0,295,70,False
5792,F,-,1,291,95,True
5793,F,15,0,282,58,False
5794,F,16,1,263,78,True
5795,F,16,0,268,89,False
5796,F,15,1,276,85,True
5797,F,15,0,285,73,False
5798,F,15,1,284,77,True
5799,F,15,0,271,84,False
5800,F,67,0,251,62,True
5801,M,9,0,241,116,False
5802,M,25,0,300,72,True
5803,F,42,0,267,66,False
5804,F,16,1,274,60,True
5805,F,9,0,234,95,False
5806,F,16,1,264,99,True
5807,F,16,0,278,67,False
5808,F,16,1,269,68,True
5809,M,20,0,305,67,False
5810,F,21,1,278,67,True
5811,F,16,0,288,58,False
5812,F,16,1,264,78,True
5813,F,15,0,277,89,False
5814,F,16,1,257,66,True
5815,M,22,0,311,94,False
5816,M,56,0,294,84,True
5817,F,33,0,311,63,False
5818,F,26,1,293,71,True
5819,M,55,0,305,58,False
5820,F,55,0,276,70,True
5821,M,50,0,326,89,False
5822,M,20,0,304,84,True
5823,M,36,0,312,58,False
5824,F,35,0,286,62,True
5825,F,6,0,197,98,False
5826,F,35,1,274,68,True
5827,F,58,0,288,89,False
5828,M,56,0,290,74,True
5829,M,47,0,286,96,False
5830,M,28,0,338,77,True
5831,F,31,0,291,69,False
5832,M,84,0,301,101,True
5833,F,79,0,277,86,False
5834,M,18,0,295,69,True
5835,M,44,0,296,72,False
5836,F,25,0,276,76,True
5837,M,23,0,304,100,False
5838,M,24,0,310,78,True
5839,F,24,0,278,94,False
5840,F,16,1,294,54,True
5841,F,16,0,272,82,False
5842,F,15,1,274,84,True
5843,F,16,0,275,94,False
5844,F,16,1,277,75,True
5845,F,15,0,272,94,False
5846,F,16,1,278,97,True
5847,F,16,0,271,68,False
5848,F,10,0,237,95,True
5849,F,42,0,278,82,False
5850,M,24,0,318,96,True
5851,F,29,0,287,106,False
5852,F,21,1,277,88,True
5853,M,21,0,293,52,False
5854,F,16,1,262,71,True
5855,M,65,0,306,85,False
5856,M,65,0,299,86,True
5857,F,12,0,257,77,False
5858,F,33,0,292,76,True
5859,M,20,0,289,78,False
5860,M,25,0,306,79,True
5861,F,19,0,270,94,False
5862,M,22,0,305,100,True
5863,F,22,0,284,85,False
5864,M,59,0,308,121,True
5865,F,49,0,285,73,False
5866,M,29,0,298,68,True
5867,F,16,0,271,73,False
5868,M,60,0,276,52,True
5869,F,48,0,283,44,False
5870,F,58,0,293,75,True
5871,F,29,0,281,87,False
5872,M,56,0,304,69,True
5873,M,26,0,277,45,False
5874,M,11,0,243,75,True
5875,F,41,0,286,81,False
5876,M,28,0,305,78,True
5877,F,24,0,286,80,False
5878,F,25,0,299,92,True
5879,F,30,0,299,91,False
5880,M,32,0,335,83,True
5881,M,20,0,296,89,False
5882,F,20,1,287,75,True
5883,M,39,0,313,49,False
5884,M,43,0,295,73,True
5885,M,17,0,316,71,False
5886,M,48,0,293,66,True
5887,M,17,0,312,74,False
5888,M,31,0,294,68,True
5889,M,37,0,282,79,False
5890,M,46,0,305,82,True
5891,M,43,0,292,88,False
5892,M,6,0,238,93,True
5893,F,59,0,317,83,False
5894,F,20,0,269,71,True
5895,M,22,0,285,75,False
5896,F,42,0,272,104,True
5897,F,27,0,297,83,False
5898,M,20,0,283,89,True
5899,F,23,0,245,103,False
5900,F,43,0,266,114,True
5901,F,19,0,276,79,False
5902,M,27,0,294,70,True
5903,F,67,0,275,86,False
5904,F,36,1,302,87,True
5905,F,26,0,277,107,False
5906,M,26,0,286,62,True
5907,F,11,0,266,75,False
5908,M,10,0,222,75,True
5909,M,31,0,309,71,False
5910,M,12,0,247,86,True
5911,F,12,0,270,70,False
5912,M,12,0,295,75,True
5913,F,12,0,239,83,False
5914,F,12,0,265,81,True
5915,F,11,0,238,78,False
5916,F,12,0,271,84,True
5917,F,38,0,278,64,False
5918,F,54,0,278,82,True
5919,M,82,0,286,90,False
5920,F,9,0,234,69,True
5921,F,11,0,230,58,False
5922,F,10,0,252,62,True
5923,F,10,0,233,102,False
5924,M,10,0,253,79,True
5925,M,11,0,254,79,False
5926,F,10,0,214,97,True
5927,M,10,0,247,68,False
5928,F,10,0,254,69,True
5929,F,10,0,247,73,False
5930,F,11,1,270,69,True
5931,F,10,0,235,79,False
5932,M,11,0,271,79,True
5933,F,11,0,256,79,False
5934,F,10,0,241,84,True
5935,M,42,0,329,114,False
5936,F,12,1,272,99,True
5937,F,11,0,257,78,False
5938,F,42,0,282,83,True
5939,M,41,0,302,81,False
5940,F,46,0,269,79,True
5941,M,12,0,272,84,False
5942,F,9,1,258,72,True
5943,M,10,0,241,81,False
5944,M,10,0,251,76,True
5945,F,10,0,0,0,False
5946,F,10,0,228,86,True
5947,F,10,0,257,73,False
5948,F,10,1,250,73,True
5949,F,10,0,237,126,False
5950,M,10,0,227,98,True
5951,M,9,0,217,78,False
5952,F,10,1,228,71,True
5953,F,24,0,276,84,False
5954,M,10,0,240,84,True
5955,M,9,0,237,78,False
5956,M,9,0,217,89,True
5957,M,9,0,237,75,False
5958,F,10,1,235,85,True
5959,F,10,0,254,72,False
5960,F,10,1,238,76,True
5961,F,9,0,0,0,False
5962,F,10,1,259,63,True
5963,F,16,0,301,58,False
5964,F,17,1,281,76,True
5965,M,33,0,302,88,False
5966,M,13,0,271,64,True
5967,M,13,0,300,81,False
5968,M,14,0,289,70,True
5969,F,14,0,271,94,False
5970,M,57,0,312,67,True
5971,M,27,0,322,80,False
5972,F,11,0,250,90,True
5973,F,7,0,224,88,False
5974,M,24,0,318,87,True
5975,M,23,0,317,68,False
5976,F,43,1,272,79,True
5977,M,11,0,268,70,False
5978,F,12,1,267,83,True
5979,F,11,0,261,54,False
5980,F,12,1,245,69,True
5981,F,12,0,265,76,False
5982,F,12,0,0,0,True
5983,F,11,0,248,72,False
5984,F,11,0,262,87,True
5985,F,11,0,246,50,False
5986,M,11,0,250,82,True
5987,M,11,0,269,79,False
5988,F,28,1,286,76,True
5989,M,36,0,304,68,False
5990,F,30,0,306,91,True
5991,F,28,0,287,92,False
5992,M,32,0,302,77,True
5993,M,31,0,287,84,False
5994,F,35,1,282,86,True
5995,M,33,0,322,75,False
5996,F,30,1,293,88,True
5997,F,29,0,282,89,False
5998,F,27,0,289,86,True
5999,M,37,0,309,70,False
6000,M,52,0,300,88,True
6001,M,25,0,297,85,False
6002,M,25,0,320,90,True
6003,M,32,0,0,0,False
6004,F,20,0,274,74,True
6005,M,72,0,298,75,False
6006,F,57,1,292,62,True
6007,M,68,0,281,79,False
6008,F,20,0,284,65,True
6009,F,20,0,265,74,False
6010,F,20,1,289,87,True
6011,F,23,0,266,92,False
6012,F,21,1,287,77,True
6013,F,20,0,284,89,False
6014,F,21,1,282,74,True
6015,F,24,0,278,72,False
6016,F,21,1,291,79,True
6017,F,45,0,265,78,False
6018,F,54,0,262,73,True
6019,F,56,0,269,82,False
6020,F,46,0,287,71,True
6021,F,74,0,261,48,False
6022,F,55,0,258,66,True
6023,M,21,0,298,85,False
6024,F,64,0,265,75,True
6025,M,21,0,286,74,False
6026,F,20,1,283,79,True
6027,F,20,0,282,80,False
6028,F,20,0,270,89,True
6029,F,19,0,272,78,False
6030,F,34,0,289,61,True
6031,M,40,0,325,86,False
6032,M,33,0,313,83,True
6033,F,42,0,275,67,False
6034,M,42,0,301,60,True
6035,F,9,0,228,96,False
6036,M,10,0,240,100,True
6037,F,7,0,0,0,False
6038,M,46,0,300,63,True
6039,F,19,0,281,70,False
6040,F,41,1,288,73,True
6041,F,42,0,286,67,False
6042,M,25,0,318,83,True
6043,F,47,0,276,79,False
6044,M,37,0,315,79,True
6045,F,50,0,279,64,False
6046,M,-,0,242,57,True
6047,M,43,0,304,62,False
6048,F,7,1,229,71,True
6049,F,7,0,216,75,False
6050,F,25,0,281,89,True
6051,M,9,0,233,67,False
6052,F,47,0,284,75,True
6053,M,49,0,297,51,False
6054,F,47,1,286,69,True
6055,F,9,0,232,94,False
6056,F,7,1,209,89,True
6057,M,36,0,309,58,False
6058,F,34,0,283,93,True
6059,M,33,0,314,77,False
6060,F,34,0,282,69,True
6061,F,6,0,216,87,False
6062,M,67,0,311,54,True
6063,F,38,0,285,98,False
6064,F,14,0,280,71,True
6065,F,41,0,276,46,False
6066,F,11,0,274,74,True
6067,M,44,0,311,60,False
6068,M,6,0,200,121,True
6069,F,26,0,273,87,False
6070,M,24,0,305,73,True
6071,M,7,0,213,84,False
6072,F,39,1,274,91,True
6073,F,3,0,167,73,False
6074,M,40,0,313,75,True
6075,M,-,0,301,71,False
6076,F,36,1,294,86,True
6077,F,10,0,268,76,False
6078,F,8,0,228,82,True
6079,M,45,0,304,70,False
6080,F,41,1,272,67,True
6081,M,42,0,285,67,False
6082,M,13,0,285,86,True
6083,F,33,0,297,67,False
6084,M,-,0,254,58,True
6085,M,32,0,311,63,False
6086,F,5,0,0,0,True
6087,F,21,0,256,76,False
6088,M,7,0,224,48,True
6089,F,42,0,267,57,False
6090,M,41,0,293,68,True
6091,F,38,0,260,73,False
6092,M,7,0,207,101,True
6093,M,5,0,185,94,False
6094,F,26,0,287,84,True
6095,M,37,0,291,87,False
6096,M,28,0,287,84,True
6097,M,-,0,315,88,False
6098,M,29,0,344,77,True
6099,F,72,0,274,91,False
6100,M,48,0,294,63,True
6101,M,23,0,303,76,False
6102,M,11,0,255,73,True
6103,M,7,0,225,93,False
6104,F,4,1,224,72,True
6105,F,12,0,259,83,False
6106,F,9,1,240,68,True
6107,M,16,0,299,79,False
6108,F,8,1,217,101,True
6109,M,8,0,207,73,False
6110,F,8,1,216,58,True
6111,M,8,0,217,63,False
6112,F,7,1,218,103,True
6113,F,8,0,217,80,False
6114,M,10,0,240,54,True
6115,M,44,0,286,62,False
6116,F,65,0,266,60,True
6117,F,43,0,259,80,False
6118,F,25,1,278,81,True
6119,M,34,0,302,75,False
6120,M,24,0,314,57,True
6121,F,13,0,269,78,False
6122,F,26,0,264,73,True
6123,M,42,0,296,59,False
6124,M,22,0,300,78,True
6125,F,32,0,273,69,False
6126,M,37,0,303,81,True
6127,M,37,0,324,63,False
6128,F,8,0,215,71,True
6129,M,39,0,316,78,False
6130,M,7,0,213,91,True
6131,F,44,0,252,89,False
6132,M,39,0,307,77,True
6133,M,21,0,309,78,False
6134,M,20,0,317,62,True
6135,M,21,0,299,76,False
6136,M,21,0,324,86,True
6137,M,11,0,253,106,False
6138,F,7,1,213,115,True
6139,M,44,0,309,65,False
6140,M,37,0,324,69,True
6141,F,24,0,288,72,False
6142,M,46,0,299,50,True
6143,M,22,0,334,59,False
6144,F,37,1,274,63,True
6145,M,32,0,0,55,False
6146,M,9,0,253,87,True
6147,F,44,0,285,76,False
6148,M,38,0,315,66,True
6149,F,46,0,286,71,False
6150,M,56,0,322,76,True
6151,F,42,0,267,84,False
6152,M,39,0,329,68,True
6153,F,7,0,207,58,False
6154,M,28,0,304,90,True
6155,F,21,0,290,87,False
6156,F,28,1,262,84,True
6157,M,24,0,312,103,False
6158,M,46,0,308,59,True
6159,M,49,0,311,70,False
6160,F,35,1,280,66,True
6161,F,32,0,289,65,False
6162,F,41,1,284,76,True
6163,F,40,0,280,49,False
6164,M,35,0,308,63,True
6165,M,50,0,284,87,False
6166,M,7,0,244,126,True
6167,F,12,0,272,64,False
6168,F,32,1,281,78,True
6169,F,12,0,279,94,False
6170,F,27,1,267,67,True
6171,M,-,0,231,65,False
6172,M,28,0,323,78,True
6173,M,38,0,280,70,False
6174,M,36,0,293,73,True
6175,F,23,0,278,96,False
6176,M,5,0,213,119,True
6177,F,40,0,329,51,False
6178,F,53,0,280,62,True
6179,F,29,0,277,78,False
6180,F,59,1,264,85,True
6181,F,21,0,272,72,False
6182,M,21,0,309,74,True
6183,F,11,0,260,64,False
6184,M,8,0,220,96,True
6185,M,42,0,300,80,False
6186,F,38,1,286,80,True
6187,F,30,0,265,82,False
6188,M,36,0,297,76,True
6189,M,27,0,308,79,False
6190,M,31,0,318,67,True
6191,F,23,0,280,77,False
6192,M,32,0,303,73,True
6193,M,31,0,308,70,False
6194,F,32,0,280,76,True
6195,F,28,0,288,94,False
6196,M,35,0,309,56,True
6197,F,39,0,308,66,False
6198,F,61,0,278,84,True
6199,M,11,0,247,67,False
6200,M,24,0,304,82,True
6201,F,42,0,274,76,False
6202,F,23,0,285,89,True
6203,M,69,0,287,88,False
6204,F,29,0,274,89,True
6205,M,30,0,310,79,False
6206,F,11,0,236,60,True
6207,F,10,0,259,100,False
6208,M,79,0,305,85,True
6209,F,12,0,261,80,False
6210,F,78,0,260,90,True
6211,M,37,0,300,98,False
6212,F,7,1,217,68,True
6213,M,32,0,339,94,False
6214,M,42,0,306,84,True
6215,M,50,0,298,68,False
6216,F,52,0,300,71,True
6217,F,33,0,293,82,False
6218,M,35,0,315,82,True
6219,M,23,0,306,67,False
6220,F,4,0,173,93,True
6221,M,7,0,204,58,False
6222,M,10,0,240,120,True
6223,M,9,0,222,83,False
6224,F,8,0,210,78,True
6225,M,12,0,277,60,False
6226,M,9,0,228,89,True
6227,M,7,0,205,70,False
6228,F,8,1,212,74,True
6229,M,9,0,234,89,False
6230,M,11,0,248,91,True
6231,F,7,0,209,67,False
6232,M,49,0,318,90,True
6233,F,40,0,278,62,False
6234,M,59,0,312,61,True
6235,M,20,0,325,75,False
6236,M,20,0,318,81,True
6237,F,22,0,278,77,False
6238,F,22,0,272,63,True
6239,F,57,0,262,62,False
6240,M,25,0,296,101,True
6241,F,17,0,270,93,False
6242,F,9,0,233,39,True
6243,F,10,0,0,0,False
6244,F,5,1,195,73,True
6245,M,11,0,234,66,False
6246,M,39,0,304,71,True
6247,F,42,0,286,75,False
6248,F,37,0,277,89,True
6249,M,45,0,288,79,False
6250,F,44,1,261,87,True
6251,M,46,0,294,74,False
6252,M,7,0,211,75,True
6253,F,25,0,260,80,False
6254,M,28,0,321,79,True
6255,M,5,0,194,103,False
6256,M,38,0,304,73,True
6257,F,17,0,274,80,False
6258,F,36,0,283,84,True
6259,M,10,0,258,62,False
6260,M,42,0,315,52,True
6261,F,12,0,304,79,False
6262,M,42,0,298,83,True
6263,M,8,0,212,98,False
6264,M,26,0,296,84,True
6265,F,51,0,273,65,False
6266,F,26,1,272,76,True
6267,M,26,0,304,88,False
6268,M,27,0,308,52,True
6269,M,27,0,270,77,False
6270,F,26,1,260,85,True
6271,F,12,0,265,75,False
6272,F,46,0,293,60,True
6273,M,44,0,315,67,False
6274,F,41,0,280,79,True
6275,M,19,0,297,59,False
6276,M,40,0,305,79,True
6277,M,6,0,219,82,False
6278,F,40,0,283,73,True
6279,M,9,0,220,67,False
6280,M,29,0,292,80,True
6281,F,63,0,274,76,False
6282,F,31,0,304,89,True
6283,F,17,0,282,87,False
6284,M,22,0,290,76,True
6285,F,20,0,265,95,False
6286,M,9,0,235,80,True
6287,M,24,0,291,92,False
6288,F,26,1,277,92,True
6289,M,21,0,309,77,False
6290,M,39,0,312,76,True
6291,M,21,0,301,74,False
6292,F,9,0,223,79,True
6293,M,4,0,184,118,False
6294,M,11,0,262,77,True
6295,M,45,0,303,76,False
6296,M,43,0,302,70,True
6297,M,11,0,254,61,False
6298,F,59,0,271,83,True
6299,M,58,0,291,52,False
6300,F,25,1,270,83,True
6301,M,35,0,336,77,False
6302,M,51,0,329,76,True
6303,M,33,0,296,104,False
6304,F,6,0,206,79,True
6305,F,30,0,265,95,False
6306,M,31,0,296,83,True
6307,F,25,0,293,73,False
6308,M,5,0,0,0,True
6309,M,27,0,319,80,False
6310,M,26,0,318,83,True
6311,F,-,0,283,75,False
6312,M,42,0,286,53,True
6313,M,10,0,246,75,False
6314,M,50,0,300,78,True
6315,M,36,0,312,82,False
6316,F,43,0,268,84,True
6317,M,10,0,256,76,False
6318,F,7,1,211,69,True
6319,M,44,0,309,82,False
6320,M,30,0,304,76,True
6321,F,34,0,265,74,False
6322,M,7,0,222,96,True
6323,F,9,0,230,88,False
6324,M,34,0,297,81,True
6325,M,33,0,310,53,False
6326,M,10,0,215,66,True
6327,M,36,0,298,70,False
6328,M,46,0,304,76,True
6329,F,19,0,301,64,False
6330,F,19,0,264,100,True
6331,M,23,0,300,89,False
6332,F,20,1,279,97,True
6333,M,24,0,306,85,False
6334,F,28,1,250,102,True
6335,M,25,0,310,84,False
6336,M,39,0,306,87,True
6337,M,28,0,318,84,False
6338,F,11,0,244,68,True
6339,F,49,0,283,64,False
6340,M,46,0,278,80,True
6341,F,47,0,282,82,False
6342,M,47,0,302,57,True
6343,F,9,0,241,53,False
6344,F,9,0,222,84,True
6345,F,6,0,196,82,False
6346,F,42,0,282,82,True
6347,F,48,0,273,79,False
6348,M,35,0,301,81,True
6349,M,23,0,293,60,False
6350,M,22,0,308,79,True
6351,M,28,0,298,77,False
6352,M,12,0,277,75,True
6353,F,45,0,271,66,False
6354,F,36,1,321,84,True
6355,F,30,0,299,72,False
6356,M,30,0,325,81,True
6357,F,50,0,271,83,False
6358,M,9,0,257,112,True
6359,F,6,0,206,102,False
6360,F,9,0,221,73,True
6361,M,12,0,247,92,False
6362,F,7,1,203,104,True
6363,M,4,0,0,65,False
6364,F,31,1,267,78,True
6365,F,37,0,268,260,False
6366,M,33,0,0,0,True
6367,F,12,0,256,63,False
6368,M,41,0,291,64,True
6369,F,40,0,272,73,False
6370,M,40,0,287,63,True
6371,M,14,0,295,87,False
6372,F,22,0,282,78,True
6373,F,23,0,259,61,False
6374,F,27,1,277,89,True
6375,F,7,0,193,98,False
6376,M,44,0,317,62,True
6377,M,21,0,308,77,False
6378,F,38,1,273,71,True
6379,F,22,0,282,66,False
6380,M,25,0,329,56,True
6381,F,22,0,286,80,False
6382,F,22,1,293,80,True
6383,F,43,0,300,77,False
6384,F,20,1,262,87,True
6385,F,22,0,277,70,False
6386,M,41,0,299,67,True
6387,F,38,0,269,96,False
6388,M,76,0,278,74,True
6389,F,11,0,243,70,False
6390,F,26,1,262,72,True
6391,F,23,0,293,90,False
6392,F,22,1,284,81,True
6393,F,9,0,239,77,False
6394,M,22,0,329,75,True
6395,F,9,0,220,75,False
6396,F,42,0,282,76,True
6397,F,21,0,256,73,False
6398,F,69,1,271,77,True
6399,M,23,0,315,74,False
6400,M,44,0,307,76,True
6401,M,23,0,311,92,False
6402,F,23,0,276,86,True
6403,F,21,0,282,88,False
6404,M,23,0,324,75,True
6405,M,9,0,224,74,False
6406,M,26,0,309,65,True
6407,F,28,0,252,80,False
6408,M,45,0,297,66,True
6409,F,9,0,225,63,False
6410,F,9,1,231,77,True
6411,M,41,0,313,65,False
6412,F,36,0,269,67,True
6413,F,37,0,282,82,False
6414,M,37,0,305,72,True
6415,M,33,0,297,90,False
6416,F,34,0,292,80,True
6417,F,7,0,216,96,False
6418,F,10,1,246,85,True
6419,M,46,0,311,74,False
6420,F,42,0,271,66,True
6421,F,7,0,0,0,False
6422,F,32,1,274,90,True
6423,M,7,0,212,74,False
6424,M,34,0,313,92,True
6425,M,39,0,299,70,False
6426,M,7,0,208,77,True
6427,F,34,0,274,86,False
6428,F,37,1,289,77,True
6429,F,23,0,300,79,False
6430,M,42,0,322,68,True
6431,M,31,0,313,89,False
6432,F,9,0,237,82,True
6433,M,24,0,301,89,False
6434,F,45,0,261,73,True
6435,F,24,0,301,83,False
6436,M,45,0,303,72,True
6437,M,38,0,316,79,False
6438,F,9,1,254,72,True
6439,M,45,0,319,79,False
6440,F,7,1,211,82,True
6441,F,44,0,272,63,False
6442,F,11,1,243,67,True
6443,F,9,0,225,86,False
6444,M,40,0,288,69,True
6445,F,38,0,260,84,False
6446,M,43,0,329,80,True
6447,M,23,0,307,61,False
6448,F,22,0,286,69,True
6449,F,30,0,287,82,False
6450,F,9,0,248,66,True
6451,F,28,0,277,94,False
6452,F,-,0,286,87,True
6453,M,29,0,294,73,False
6454,M,38,0,306,71,True
6455,F,24,0,285,82,False
6456,F,58,1,266,78,True
6457,M,26,0,0,0,False
6458,F,22,1,278,73,True
6459,F,25,0,292,73,False
6460,M,29,0,303,91,True
6461,M,9,0,220,74,False
6462,F,35,1,280,58,True
6463,F,37,0,291,76,False
6464,F,44,1,290,66,True
6465,F,50,0,274,68,False
6466,F,9,1,228,70,True
6467,F,8,0,233,65,False
6468,F,7,0,229,74,True
6469,F,5,0,181,89,False
6470,M,68,0,288,70,True
6471,M,10,0,243,70,False
6472,F,12,1,266,62,True
6473,M,12,0,262,74,False
6474,M,12,0,285,72,True
6475,F,12,0,275,67,False
6476,F,12,0,258,76,True
6477,F,12,0,284,75,False
6478,M,12,0,252,65,True
6479,M,12,0,248,72,False
6480,F,50,1,280,92,True
6481,M,12,0,285,87,False
6482,M,13,0,0,58,True
6483,F,10,0,270,94,False
6484,F,15,1,271,69,True
6485,F,37,0,263,92,False
6486,M,32,0,332,68,True
6487,F,11,0,252,75,False
6488,M,12,0,252,86,True
6489,M,12,0,291,27,False
6490,M,13,0,263,72,True
6491,M,13,0,270,65,False
6492,M,12,0,0,0,True
6493,M,17,0,314,74,False
6494,M,16,0,298,76,True
6495,F,46,0,272,70,False
6496,M,6,0,204,89,True
6497,F,72,0,300,92,False
6498,M,72,0,298,76,True
6499,M,9,0,217,54,False
6500,F,22,0,277,78,True
6501,F,8,0,223,88,False
6502,F,46,0,284,65,True
6503,F,41,0,287,74,False
6504,M,12,0,272,72,True
6505,F,11,0,248,67,False
6506,F,40,0,281,70,True
6507,M,43,0,307,84,False
6508,M,8,0,213,110,True
6509,F,12,0,264,79,False
6510,F,44,0,271,69,True
6511,F,9,0,241,70,False
6512,M,11,0,264,84,True
6513,M,23,0,310,79,False
6514,F,23,1,278,83,True
6515,M,7,0,216,92,False
6516,M,7,0,215,50,True
6517,F,53,0,276,71,False
6518,M,9,0,227,69,True
6519,M,31,0,330,71,False
6520,F,31,1,272,94,True
6521,F,9,0,250,67,False
6522,F,44,0,295,67,True
6523,F,10,0,238,60,False
6524,F,43,1,278,72,True
6525,F,44,0,266,80,False
6526,M,41,0,290,81,True
6527,M,6,0,187,85,False
6528,F,42,0,267,68,True
6529,F,8,0,223,116,False
6530,M,10,0,252,60,True
6531,F,40,0,283,79,False
6532,F,8,1,219,67,True
6533,M,12,0,260,76,False
